Sample,0,1,5,11,18,24
FW+TWAS+AS,0,8.099774847,30.53688609,101.3213464,419.1973025,624.8507063
FW+TWAS,0,0.484965481,12.06293033,44.08130481,246.3789848,296.6482858
FW+AS,0,9.500993451,19.14649164,35.84594626,299.3924279,359.9993324
