group,value
X_su,0.1264555252489369
X_aa,0.10612290064455779
X_fa,0.08505804627443529
X_chain_et,0.008908080109471033
X_pr,0.14499827484547123
X_ac_lac,0.001969219576473452
X_chain_lac,0.0015020813311641264
X_lac,0.019639675073745554
X_li,0.10108085147154242
X_Me_CO2,0.0002895578469713979
X_et,0.1651653040262716
X_VFA_deg,0.07136426676114418
X_Me_ac,0.0
X_ch,0.157790669084348
X_ac_et,0.00965554770546707
