group,value
X_VFA_deg,0.08896329156915055
X_et,0.1328267601537484
X_li,0.07361682903693233
X_su,0.11294336079760293
X_ac_lac,0.008443263338486395
X_ch,0.10355649898643904
X_ac_et,0.05858912949651571
X_chain_et,0.04837120371287003
X_fa,0.10447867609765815
X_aa,0.11730314266348191
X_Me_ac,0.0
X_Me_CO2,0.0003488436970305726
X_pr,0.11414881644829777
X_lac,0.032034687344745585
X_chain_lac,0.004375496657040609
