group,value
X_su,0.12617968367280646
X_aa,0.11406161906486655
X_fa,0.07959549777917635
X_chain_et,0.005776690324914172
X_pr,0.13654518941966376
X_ac_lac,0.005722419441539953
X_chain_lac,0.00045525859270472677
X_lac,0.03011342450732742
X_li,0.10513587115356576
X_Me_CO2,0.0003517907307263798
X_et,0.15459468982655872
X_VFA_deg,0.07321800840692778
X_Me_ac,0.0
X_ch,0.15477834144964112
X_ac_et,0.01347151562958078
