group,value
X_VFA_deg,0.09137475171243283
X_et,0.12880876802421312
X_li,0.07521270894812297
X_su,0.1130957127033805
X_ac_lac,0.008270666270525851
X_ch,0.10155230625260712
X_ac_et,0.05768205263275331
X_chain_et,0.047979025722457276
X_fa,0.10310066444500346
X_aa,0.11894124667063757
X_Me_ac,0.0
X_Me_CO2,0.00033523767283198116
X_pr,0.11423656073311697
X_lac,0.03498163211292619
X_chain_lac,0.00442866609899091
