sample,genome_id,abundance
FW_TWAS_AS_rep_2,GCA_047600985.1,0.002226732059304358
FW_TWAS_AS_rep_2,GCF_047600585.1,0.002142172614014319
FW_TWAS_AS_rep_2,GCA_963748985.1,0.002142172614014319
FW_TWAS_AS_rep_2,GCA_004297465.1,0.0021139861322509723
FW_TWAS_AS_rep_2,GCA_044224815.1,0.0021139861322509723
FW_TWAS_AS_rep_2,GCA_016719255.1,0.00205761316872428
FW_TWAS_AS_rep_2,GCA_046351595.1,0.00205761316872428
FW_TWAS_AS_rep_2,GCA_044220715.1,0.00205761316872428
FW_TWAS_AS_rep_2,GCA_037045785.1,0.0020294266869609334
FW_TWAS_AS_rep_2,GCA_016712025.1,0.0020012402051975873
FW_TWAS_AS_rep_2,GCA_016702775.1,0.001973053723434241
FW_TWAS_AS_rep_2,GCF_027111095.2,0.001973053723434241
FW_TWAS_AS_rep_2,GCF_049943315.1,0.003748802074525058
FW_TWAS_AS_rep_2,GCA_023622505.1,0.0019448672416708945
FW_TWAS_AS_rep_2,GCA_022837705.1,0.0019166807599075484
FW_TWAS_AS_rep_2,GCA_036567785.1,0.0019166807599075484
FW_TWAS_AS_rep_2,GCA_014642275.1,0.0019166807599075484
FW_TWAS_AS_rep_2,GCF_044224635.1,0.001888494278144202
FW_TWAS_AS_rep_2,GCA_021808285.1,0.001888494278144202
FW_TWAS_AS_rep_2,GCF_002165385.1,0.0018603077963808556
FW_TWAS_AS_rep_2,GCA_016713365.1,0.0018603077963808556
FW_TWAS_AS_rep_2,GCA_040772985.1,0.0018603077963808556
FW_TWAS_AS_rep_2,GCA_964527785.1,0.0018321213146175095
FW_TWAS_AS_rep_2,GCA_046329445.1,0.0018321213146175095
FW_TWAS_AS_rep_2,GCA_963849015.1,0.0018321213146175095
FW_TWAS_AS_rep_2,GCA_035364515.1,0.0018039348328541631
FW_TWAS_AS_rep_2,GCA_963709485.1,0.0017475618693274706
FW_TWAS_AS_rep_2,GCA_964404795.1,0.0017475618693274706
FW_TWAS_AS_rep_2,GCA_046348585.1,0.0017193753875641242
FW_TWAS_AS_rep_2,GCA_030857175.1,0.0016911889058007779
FW_TWAS_AS_rep_2,GCA_016721425.1,0.0016630024240374317
FW_TWAS_AS_rep_2,GCA_937858715.1,0.0016348159422740853
FW_TWAS_AS_rep_2,GCA_937869105.1,0.0016348159422740853
FW_TWAS_AS_rep_2,GCA_016711875.1,0.001606629460510739
FW_TWAS_AS_rep_2,GCA_945868735.1,0.0015784429787473928
FW_TWAS_AS_rep_2,GCF_001051235.1,0.0015502564969840464
FW_TWAS_AS_rep_2,GCA_009877105.1,0.0015502564969840464
FW_TWAS_AS_rep_2,GCA_019454985.1,0.0015220700152207
FW_TWAS_AS_rep_2,GCA_965229115.1,0.0015220700152207
FW_TWAS_AS_rep_2,GCA_044222245.1,0.001493883533457354
FW_TWAS_AS_rep_2,GCA_018604165.1,0.001493883533457354
FW_TWAS_AS_rep_2,GCA_016793045.1,0.001493883533457354
FW_TWAS_AS_rep_2,GCA_016721435.1,0.0020012402051975873
FW_TWAS_AS_rep_2,GCA_963765065.1,0.00357968318394498
FW_TWAS_AS_rep_2,GCA_963776685.1,0.0014375105699306612
FW_TWAS_AS_rep_2,GCA_937871025.1,0.0013529511246406223
FW_TWAS_AS_rep_2,GCA_016124855.1,0.0013529511246406223
FW_TWAS_AS_rep_2,GCF_900113135.1,0.0012965781611139298
FW_TWAS_AS_rep_2,GCA_002849245.1,0.0012965781611139298
FW_TWAS_AS_rep_2,GCA_036281335.1,0.0012402051975872372
FW_TWAS_AS_rep_2,GCA_001604475.1,0.0012402051975872372
FW_TWAS_AS_rep_2,GCA_046331075.1,0.0011838322340605445
FW_TWAS_AS_rep_2,GCA_018061365.1,0.0011556457522971983
FW_TWAS_AS_rep_2,GCA_020890945.1,0.001127459270533852
FW_TWAS_AS_rep_2,GCA_044225505.1,0.001127459270533852
FW_TWAS_AS_rep_2,GCA_964560345.1,0.0010992727887705056
FW_TWAS_AS_rep_2,GCA_016717055.1,0.0010992727887705056
FW_TWAS_AS_rep_2,GCA_016713585.1,0.0010710863070071595
FW_TWAS_AS_rep_2,GCA_947442085.1,0.001042899825243813
FW_TWAS_AS_rep_2,GCA_008933705.1,0.001042899825243813
FW_TWAS_AS_rep_2,GCA_017999195.1,0.0010147133434804667
FW_TWAS_AS_rep_2,GCF_025821515.1,0.0009865268617171206
FW_TWAS_AS_rep_2,GCF_016711745.1,0.0009301538981904278
FW_TWAS_AS_rep_2,GCA_963800615.1,0.0009301538981904278
FW_TWAS_AS_rep_2,GCF_014645495.1,0.0009019674164270816
FW_TWAS_AS_rep_2,GCA_964463165.1,0.0009019674164270816
FW_TWAS_AS_rep_2,GCF_034925685.1,0.0008737809346637353
FW_TWAS_AS_rep_2,GCA_036403075.1,0.0008737809346637353
FW_TWAS_AS_rep_2,GCA_049290295.1,0.0008737809346637353
FW_TWAS_AS_rep_2,GCA_016713435.1,0.0008174079711370427
FW_TWAS_AS_rep_2,GCA_049290055.1,0.0007892214893736964
FW_TWAS_AS_rep_2,GCA_044351045.1,0.0007892214893736964
FW_TWAS_AS_rep_2,GCA_037046755.1,0.0007892214893736964
FW_TWAS_AS_rep_2,GCA_002773975.1,0.0007328485258470038
FW_TWAS_AS_rep_2,GCA_023382815.1,0.0006764755623203111
FW_TWAS_AS_rep_2,GCA_017303335.1,0.0006764755623203111
FW_TWAS_AS_rep_2,GCA_016704225.1,0.0006764755623203111
FW_TWAS_AS_rep_2,GCA_964247385.1,0.0006201025987936186
FW_TWAS_AS_rep_2,GCA_903922995.1,0.0006201025987936186
FW_TWAS_AS_rep_2,GCA_963847865.1,0.0006201025987936186
FW_TWAS_AS_rep_2,GCF_028435455.1,0.0005919161170302722
FW_TWAS_AS_rep_2,GCA_016795365.1,0.0005919161170302722
FW_TWAS_AS_rep_2,GCA_035376845.1,0.0005919161170302722
FW_TWAS_AS_rep_2,GCA_039809345.1,0.0005919161170302722
FW_TWAS_AS_rep_2,GCA_016706645.1,0.0005919161170302722
FW_TWAS_AS_rep_2,GCA_029569365.1,0.0005355431535035797
FW_TWAS_AS_rep_2,GCA_009927175.1,0.0005355431535035797
FW_TWAS_AS_rep_2,GCF_000828635.1,0.0005073566717402334
FW_TWAS_AS_rep_2,GCA_013824685.1,0.0005073566717402334
FW_TWAS_AS_rep_2,GCA_023261595.1,0.0005073566717402334
FW_TWAS_AS_rep_2,GCF_019930585.1,0.0005073566717402334
FW_TWAS_AS_rep_2,GCA_029553005.1,0.0004791701899768871
FW_TWAS_AS_rep_2,GCA_050949945.1,0.0003946107446868482
FW_TWAS_AS_rep_2,GCA_965231145.1,0.0003664242629235019
FW_TWAS_AS_rep_2,GCA_039680645.1,0.0003664242629235019
FW_TWAS_AS_rep_2,GCA_046346705.1,0.00033823778116015557
FW_TWAS_AS_rep_2,GCA_937873595.1,0.00033823778116015557
FW_TWAS_AS_rep_2,GCA_023229685.1,0.00033823778116015557
FW_TWAS_AS_rep_2,GCF_029870285.2,0.00033823778116015557
FW_TWAS_AS_rep_2,GCA_963814445.1,0.0003100512993968093
FW_TWAS_AS_rep_2,GCA_937858635.1,0.0003100512993968093
FW_TWAS_AS_rep_2,GCA_964448465.1,0.0003100512993968093
FW_TWAS_AS_rep_2,GCA_016699385.1,0.0002536783358701167
FW_TWAS_AS_rep_2,GCA_038250645.1,0.0002254918541067704
FW_TWAS_AS_rep_2,GCA_038206395.1,0.00016911889058007779
FW_TWAS_AS_rep_2,GCA_964633905.1,0.0001127459270533852
FW_TWAS_AS_rep_2,GCF_002978535.1,0.00008455944529003889
