sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_TWAS_AS_rep_2,210,83,83,83,75,0.9430633068380405,0.056936693161959484,0.31946558430576694,0.6235977225322735,0.31946558430576694,0.30979762106093917,0.0,98,3.053806976075706,community_marker_pool_v1
