sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_TWAS_rep_1,144,41,41,41,36,0.9314842651408621,0.06851573485913787,0.22523396208117152,0.7062503030596906,0.22523396208117152,0.21863938321291762,0.0,93,2.3087254048407857,community_marker_pool_v1
