Volume (mL)		1	5	11	18	24
FW+TWAS+AS_rep_1	1	7.691620009	23.64387522	71.73486945	321.7534289	197.171131
FW+TWAS+AS_rep_2	2	8.507929685	21.23034727	69.83405107	313.9984834	214.1356767
FW+TWAS_rep_1	1					
FW+TWAS_rep_2	2	0.484965481	11.57796485	32.01837448	202.29768	50.26930095
FW+AS_rep_1	1	10.01031798	10.0595437	19.05024551	288.6964299	47.49178949
FW+AS_rep_2	2	8.991668919	9.231452679	14.34866373	238.3965334	73.72201961
FW_rep_1	1	0.092243888	0.27771591	0.259349576	0.333493393	0
FW_rep_2	2	0.092243888	0.107390638	0.101033193	0	0
TWAS+AS_rep_1	1	10.38367227	113.3414404	105.5849178	83.34332999	40.59864304
TWAS+AS_rep_2	2	7.251347129	55.65232333			
TWAS_rep_1	1	0.392800272	14.72162001	0	124.1619825	73.25069757
TWAS_rep_2	2	0.262955986	30.42383945	89.46440038	122.3705593	75.73014204
AS_rep_1	1	0.624806581	10.21164828	7.815252206	5.454541413	0
AS_rep_2	2	0.510413113	8.419634574	7.793251195	5.851711883	0
