sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_TWAS_AS_rep_1,197,72,72,72,66,0.943176116407426,0.056823883592573954,0.30180632212744607,0.64136979427998,0.30180632212744607,0.2919279979929754,0.0,97,2.835266172543519,community_marker_pool_v1
