group,value
X_VFA_deg,0.0944121681213395
X_et,0.12707956592701827
X_li,0.07434184715335175
X_su,0.11017088240100396
X_ac_lac,0.012170268243293179
X_ch,0.10067925179907618
X_ac_et,0.05910767821821736
X_chain_et,0.04440721957860188
X_fa,0.11075790924898854
X_aa,0.11256538972638985
X_Me_ac,0.0
X_Me_CO2,0.0006079134975289398
X_pr,0.11205326437655554
X_lac,0.03682599432472135
X_chain_lac,0.004820647383913698
