group,value
X_su,0.1284461490100538
X_aa,0.10833263941872662
X_fa,0.0877991696864683
X_chain_et,0.007300852565403342
X_pr,0.14299056290601694
X_ac_lac,0.00048642654066018604
X_chain_lac,0.00048642654066018604
X_lac,0.020472924207873885
X_li,0.10356303351772708
X_Me_CO2,0.000266376438932959
X_et,0.16098363573710867
X_VFA_deg,0.07453662597963247
X_Me_ac,0.0
X_ch,0.1567036855017114
X_ac_et,0.007631491949024251
