group,value
X_su,0.11551454714315738
X_aa,0.10869570994839409
X_fa,0.09434263122317045
X_chain_et,0.03808142807145079
X_pr,0.11456854284314416
X_ac_lac,0.013406857986184783
X_chain_lac,0.0011899667905772525
X_lac,0.0340123511519324
X_li,0.08824954649449517
X_Me_CO2,0.001424722143820384
X_et,0.1296082614297229
X_VFA_deg,0.09121762111521371
X_Me_ac,0.0004937957430286557
X_ch,0.11258775640530484
X_ac_et,0.05660626151040299
