ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
f549481cf0c37245ce58dd635bbb533d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__uncultured_soil
f7f034a9653b457a33838cc87f781cba	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__uncultured_soil
ff92a0aa9cc25e92d4c63e4fd42363c3	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__uncultured_soil
3e0b4ddc74ad82b8b1d425e326b70746	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__unidentified_eubacterium
7c65b20f00b22566de7c2c6275b80329	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__unidentified_eubacterium
01dee391e1f141455332a4b78439907c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__unidentified_rumen
39410768f4a00564e1031468025f1a17	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__unidentified_rumen
013467228218fd951f90e7c49986b9f0	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
0216acdccb0bd3150a91b1dd28cd6961	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
0249220e13ce890df884484351c0eae7	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
024bf8fcf355210e103fd766d021ccb5	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
032767af66215f1cbb488c51ce5efa8a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
03b2b9133cc2e6bd2378ad773ad06eff	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
03d00e1c658aa18fc9e0d253e7e7bcab	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
0437571fed19f8e60c3b65c6d9bd9dd1	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
05414f4b316f5f534ddcb4be002a695a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
05f026a838dfbcad1c190e495bbdb920	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
068e3a86aeda157fb716b19c435e99e2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
09bc01afe9cec7d17036e809c285f118	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
0e871b28d1ca50fdbcefbbb48a65051f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
0f66dafcc76f5f2193b5fc6e3caa00de	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
10b5962be3dd04de19e5ec70697381dc	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
1342d1fe5048556916d8a8a6491e8149	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
14d05ebf29b10a89182d2218ea09b19d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
15f3e2a1137de20ad48495bfa0eb9d6a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
16acc077dc755ec19ea2a54dd2009d96	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
16ec82db59ac1951a1e0fe5866683bd4	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
172705607cc4347ef08e74c6ca773fe4	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
195299717c11ac8986af4e8fec8a36bb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
1976c9b571c1e20bb54b321b4c9c0e50	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
1a99153e027574453b23d2fd06c17855	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
1b04dc2dcb91d51948d4fd4fff0fa3bb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
21f0d12157eef0aed307696b752b93f2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
224928940328263c1aa9570a922d0f07	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
23e0573cf628be688a357fdcbe4a0aed	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2437b4831c7fc0391b8ae1a7b6fbe848	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
25dcf92dd69da9f96312f207cbf2ef04	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
28c7111f91116a8b7caee7ee7498e293	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
29461dc62b8df255aeca6d0e37dc3b08	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2af2e42c80e576f181b129d73a339950	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2b097b7d1c987be98c041d65a4f587e5	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2d095deb829474fac80c689855034758	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2ea1aef8905ad7b1f3546c977a528804	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2f95f2e8a08e165be8d7402d3d02f216	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
2fd0718ed190d6f1a397aaadf569f4f3	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
3000e258d30c29709845f117b48d7e4b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
310296b1197d35f627fbd3c9a0be38a7	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
333284c463ac36e99263d66fafcc095c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
35c2e919b7898f1c81133ffcbe45c667	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
374e1372571a83b3832f6181272550fe	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
377d02dd859402d935e70705f05941a3	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
3aa40e9bffb396e67f152a369cae53f0	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
3b4c85f7dcb3eb8b6a0f1aebe013535f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
3c592d63f424ba9991da5718f1a4d049	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
3dff1d2b6af34219571764a750fdad80	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
406dce261d2db44e8a9f8feb4c80e43b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4402ed4ddfdb77bc7838fb4595b3e585	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
445f306e4f57f85dd1e5359693ce6953	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
44bca526cc432e316be29582321c7c1f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
45006d3e037baa5e729cfd4ea4ceb988	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
46f46e7c21fee726b55e60d14caf972c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
47bc8e2f0fc1789b574db3ff13fec7e6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
487bed9963d48c2a7fc8e267881ebe3a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
49c83a5159579d36f026b91b36dbb937	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4b1e648547577fb79fbebf79f6ebd55b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4c7e3f907880f6132fc1669e53a40379	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4e18372b0fcaf07875b761a7a593077d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4e9d52b44f7a888d9cff5bdec7fa27bf	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
4eeab063dcf378bc63dd9dce88b8eeeb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
525d0dc7ca4cdad99b4f9c426726a0e4	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
53ca2d39fd75e6e5dbb464347aa0b636	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
54f781175fe342f800bf8d808caace31	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5600f4171d52e880b4a8f226ef22c5a3	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
583d7599b9ef42b47b788935efdfd6ad	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
589611d2a152d1ae20aea56773c82b4b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
58a059d5fa74db391e145bbea6f96cf6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5b1dbf30a1023204944061adbce4845b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5c2bfcb94a942924b42b342028a5ef40	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5cf9710e0aa0b12a9eb67f4fe99b736d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5d81ab62df71143d6feca29e59419248	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5f116099d0a0d7c97e5d5638ef23d19c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5f153cc17a72eafa202793c3758d4dcf	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
5ff9d3c59dc5c2880d41a5a46c134072	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
62e2500f896debd46b7a4409e1bc8c05	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
66105be8547396b755b1ef52d9cef4e7	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
66140fb6cf87409e27c5187fcba52bf7	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
66e61f885f6b35ba1420a32abd1540f6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
694f92d2d31de3dcdbd183d2ba2de0ac	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
6b5e947ca6e2f2817466770df60ae87d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
6b60fb7c171a7788dfa7efa9c77f3337	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
6bdea1cb8a91d94a44b5c7adb490418a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
6ce7f37f19db3cfcb46846d4a03baad4	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
6dfea484c0c2a8071b7bf2df130b5d93	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
71aff646a66217df6c4ef243311ae015	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
72554c5347accac0017df4d15fe598de	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
7322a80c242aba7c7ba8c3298eccfe86	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
73df69e9ca5d26b684e5d234a9ea29f9	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
74c6094930a9546c49ef069a62be49cd	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
74d2da74e8336fceac8824b54774b08b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
779d71a98e5cbed0dc3ed579d3e65cde	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
7b56df9d7f3090bf38a79086a78d090b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
7e1f67c22535b8a4baeb133aca844a02	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8043cb705b186fd14007b7b6ee15e420	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8186b7459442df29133ea0583dba21af	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
81974ff635ea33d3ae307328af3ec22a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
859e7225884911f825f71b0a1554e3a6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
86cab0c809ed12ae63c5c4518f96fcc3	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8a48a96f6409a84561c1cda75ca5649e	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8a59c9a049dcf4699883f7541d1f3198	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8b6fa78656466c643003a7866db5e256	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8bbb77c97d6e183ed5696624ff44af3b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
8c1f146ec636ca13e122174d3550b54e	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
90d0a7b2f49ef8012f2caf470771ed1f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
93999e9ee59de64aac7fe34491c6297c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
94a86fbd8e71baf26d35712252be82a5	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
95787b0c4e4fa5a432d794d0b296d361	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
95d39c63105247d7faa4c68064d615a6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9626018d84fb9d83a767f8bceab14688	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
962c9d08737f72f275d5181526020697	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
963b165fc368987169f7b2c63b616578	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
97664d1d13be672de6bce708c584b517	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9a02b763b23bdbeb92d7293902fa8919	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9ba780bf4b976a81a1d985a11a744537	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9c5d879cd562d5efaac8ab1847a42232	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9e344f327f899b9e607b62a9fad62ce8	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9ec503d156689094e97e8c91c0a051bb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9f20a231989a4d61966cb224c4b5534e	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
9f26bab14b8b677866849213265881be	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a1126bba876c081a2d24d55ab8077c14	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a25336dd96e77210a7df08081ae4cb49	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a2855b47863f67e9b56743a47a86cf5a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a2f21bcfda037264192818578a6656c5	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a46490ad2a6a9370ceee27069801a31e	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a4bc38b67b09dcfe38904b1878cba2fd	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a543fdaf78ef6e870a12fb9853569bf4	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a85652f294a79a369016673672bd35dd	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a85fec61f001ab3fbae38952fddd7b82	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a87fb8260c1a3034543b39e741434107	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a89bb6dda4cc5e0380a0e5ba606ee678	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
a9833c2e790778b1a934cfbff681c6b1	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
abc2ab287930a0200564613247653650	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
ad144c94d4e0270557f188b3875c23ba	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
ad3298c0498174ecab05e97e87950447	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
ad434c8cc976597ca08791b695b4d5c2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
adc7f39d89387ffe7f6efa3a6feb0701	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
af18b471e96849b5a17a3d4033e0c462	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
afdd803a8be72127477882f9981499c2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
affed801bc2594f25f24d9270118dd7f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b05d3bc51f87990ed831b9ae93f5f60d	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b0ac9fcff552e7658a5b8b766a86881b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b1a289de4c7abf6000e9ffa1cb376f07	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b3d6e3cf7632c60dd94ec99b3c496cd2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b50b46a725138594011bae371185e43b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
b51c4423207e1e27ef1e5f95cf69a8e5	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	
