ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
85b16ef46132aec809eab95a709a7f5a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Porphyromonadaceae
aae0d4459f86879572793708c6bfe802	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Porphyromonadaceae
ea39e213ddf244550f58d3f4dddbd69b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Porphyromonadaceae
aebeef8ad157d5c62c63ce077d35c3dd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_prokaryote
5b8b904832c1a1202ba10de7a013618a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Proteiniphilum
8564aedfe133b61e53b2519ee7701e2f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Proteiniphilum
c08fdfd487f5b124a2690faec8a047b5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Proteiniphilum
5fe0b9c660d4aade12ab78b4cfc8d894	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
620d1a769dcba835168cfdc2922a666f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
7b8a9e66ba208aa147a063feb6130422	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
82b01ff3ad5135633a0ce744c4eb4112	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
a0af1618b3d324c61805db2a197d4232	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
aba7664289b15ed884e83988c2717191	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__uncultured_Ruminobacillus
014452b97c83a863e0b69b484c4a446a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
02e352db8331310733ac902fc2bb48ae	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
040ac8f710d172b19ba7d4aaf2b7b02c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
041635018a43b389cb78155623c2d57a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
067175876981d71e0b4ea3b2d86afbf9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
0e8197c1056d13a77de7649621831e88	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
1603636da44d7aebe00e1db462dde10a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
186ce75939b74ee62085e95bda7c7bf4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
1aa234edb1fa3a83859d30b216025a0b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
1bbedeb840ad1a0981e3cbe3c7599e53	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
1e002c31d24ed1163cb8dd0b171bde70	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
20d685b4962d7a0f8992940e417f883b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
23a7893076885b80bbb4a306e7b38e2e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
24c1aeceb9ff2801a28cbde075e9e99d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
26c56b92f38e2c4f1b86dec796b4999b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
26dc759db1aa3feb2de6d050c441f474	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
280ae847c9288cf84389c6b2c71fca97	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
2a127793c0fa1c0a406dc29839f1f238	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
2a6c5c96598ceb75a333e805d456e0fc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
32881dad0223a08555aa339ec190ecd1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
37daf9501df64f021220976aeaca1053	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
4518cddc4b9fce43582472b058a2234a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
46da01199cccb9eff777683964aecbec	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
4978df7e9304e9458c1c5a1ebd435c27	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
4cb80300a22daa3ca4ad816d9d2bae82	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
4d3ee46fe990c52d38436de866722671	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
51e3a9ba99ad8b5eb66c7a50de3754a6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
53999fd44b1c8dc56d2d69906f5dc925	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
5afdf30ddaac99c7cd31675b9333767e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
5b58cc58478dd2c8650b1bd36b77f91b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
6c8c6ec7b779e54770053c7c764f8ed9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
71de553d3665ad4dd63db6426c6ed501	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
7bdaade440c303b0f86f39f502862cf1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
7d72bcdffa8fb1b22de0c92c1b1c370a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
7eea90033e9df2eb65ea674eb39ccdc9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
7ffec4fbe8a9808b55df767c67d13229	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
816be9638a48daf2778680cb1f8c44bb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
83ce14a5fbc67b839f2448ef0e490788	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
84146e9d238e3b232daa17b195301cf9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
88fc12cc2a19c9bc530eebe8aa51bce1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
8a7dac7b66d3f4249787c7ce1f94993b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
8bb9414928426f286919e3c7ff977d44	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
9045e21b64a82e12aeef3f8db52d6d5f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
950b5a9beccdac005cf707db0125b87f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
95dfcfbf940cd05d95899fd5dc859a27	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
9cc8328ccb8de51d520158884bf25462	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
9ffc566f02fa422289b0962154a41195	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
a19496d3c8585004b39b231b57bea6c2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
a3897eede59d53626618c722cfa55e78	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
a7e2d76018877fa328a2d68dc96df9a1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
a98558c7dd70e42eb2aec5082d46ea26	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
b56c30c57215e40887d98d1d60298a1a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
b58f7f79e9e5827d27bdba3d542b17a1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
b5cfec03e79485b67840b097f4579cab	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
bbe88ac13ec5322ab0885bd87662ab03	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
c0bd4b58094e0fa8df5cc5a35f080583	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
c3028e5a820c28cf7319ebd1ff060326	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
c7ffd987046eb8675abb2efc991ba855	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
cbca8a77ab61b15e104d9c5d6bef0713	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
cc02a8ba1bd5ace0845e86ddef8b5723	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
cca9da3e03bac557ccba323df253ea41	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
cfd0ace4747a1e0b5af9ef129a3b7166	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
d136dd98a2512b14bf4fba3e54395149	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
d3e835870e0ed5faba7e895335318955	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
d5cc22079b7c6a7753eeec5eba3a9a05	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
df83b78acb4ad645095839d588f034b8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e2bf7b852fc9340486de74ffc11d7bc8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e6010b7573357e3e412cc54cd645b9aa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e62de041b2033be12cf92f3fd9fe855a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e7d1ae05d3d500effcab9685edda2dee	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e8ff3ba067ea47c272d34d63776d78e4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
e9e83923ea57cca2f0fe53ab43ce7896	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
eaa5095dbbb441e4be675aa2c69b3fd9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
ec2ce73370944446980d14e6f1d2ef38	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
eed3386cfc1e2d5df6b54e2cd3ae2484	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
f94bfb797d2596984a50b854d86b597b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
fba039400a0464a94dab20218227e9e6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	
3eb709602a8aab21ddff41b39395d0c6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Proteinivoracales	 f__Proteinivoracales	 g__Proteinivoracales	 s__uncultured_bacterium
765ea800ad5712b2081b2c0eaa408cbc	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Proteinivoracales	 f__Proteinivoracales	 g__Proteinivoracales	 s__uncultured_bacterium
33ee4bb657e8227491c18e4ac463c965	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	 s__uncultured_bacterium
9d5da525ebc896db9de41b58c0d2ad07	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	 s__uncultured_bacterium
d1184150f07b3655e9611cd2b3106e2f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	 s__uncultured_bacterium
e4a1be99078ff26966448104fdf86e20	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	 s__uncultured_bacterium
1845f50ff0268f760e7f020718aa610b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	
22a07993cd3db332cfeb374c768c6c0a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	
a4c7f7462f4bf40ec9bc1ecfc3b8a9a2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	
f6288e2c6995c4ccb2367ab99e5c857b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	
10fed8dfd00d74a598e6a5c6bc3405ce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
38eaa8f3d127290bf06b9a82171c37c0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
748adfaee5ddad6caa3fe801f240ac1d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
8ea20d710fdb15e7349614ee59d2c968	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
bb7e5c6df18c100b97f890fc35eb2911	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
d540d86ba0be8fb5668c6a109cdee139	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Morganellaceae	 g__Proteus	
2bf90424ed015e3f986f502d4a47f511	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Pseudactinotalea	 s__uncultured_bacterium
6d0c6a32b27a2671b292abd77aaacd40	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudaminobacter	
a1b5c22937f5d5a044f7d3d1769975c3	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae	 g__Pseudarcobacter	 s__uncultured_bacterium
fd311e5bcad592fd6753423614a616a6	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae	 g__Pseudarcobacter	
394762346a5cd5310c19330929be9a0e	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
4fc246107babb5774223a1dd0d7cf3fb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
5b13484500511f6cd1cff05c11e83bcb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
63987583299599ca17424e606ece2cfa	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
9566d3634b556d68981792f1ce21fed8	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
bec33be37d50fba47db85397df3b2749	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_bacterium
47fec8d3991e8bf80e8e29da728d3b3b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	 s__uncultured_Clostridium
6b404338ec06def4087feda184118d8b	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	
9c3bba738ca27c4eac37ed154a862b55	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	
9ddd2574ae61b5d9b443ebf5a41cbd39	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	
bf07969520bd6bf7a1572b81f20fa6ec	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudobacteroides	
5c061dc8bafe80b5767222e204384886	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudochrobactrum	
014eeebbe8b52af1f377a3f9c32d5143	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Pseudoclavibacter	 s__Pseudoclavibacter_caeni
f3bfbda0593d85d4ec3d3abcb216d3b1	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Pseudoclavibacter	 s__Pseudoclavibacter_caeni
be86402aaa5618abe625e3dd15d76309	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Pseudoclavibacter	 s__Pseudoclavibacter_sp.
3570cf59f7a38070fa16255d15d96ccd	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Clostridium_sp.
418b780b782a0a0f4402c39f17e1840f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Clostridium_sp.
93401ea465c05c6644a13a27f8fb7f44	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Clostridium_sp.
a53228452cb880b1fdbfbb7e4d25f4cc	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Clostridium_sp.
4c4e351cb53f4e0808e33339df927b72	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
58213807bcd6746e4bfb5d7404c5df18	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
689f894335a0c4bed93378b5b8fca6cb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
7c4756427ea7718544015ff0a811e7e2	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
9179c396e58edf24c18dca38a3e86779	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
aaeb60a21a6a1d6281c9cc7366214f1f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
b9d580ae06c3a71b9fe0a87330b3d45c	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
d78c5f96a58927b26a1ecb7dd22227eb	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__Pseudoclostridium_thermosuccinogenes
8805646d0e911d4ed19e25f42386fcaa	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__Pseudoclostridium	 s__uncultured_bacterium
087c50c94c9960800ca9acaa14d20acb	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
12f2d5a028113eed1175a83c2f08cc7f	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
145d2fbb9fa8a42aa912cdf681d711d3	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
5a87fc146aac4434d21e97d24440da18	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
6a80a8dee953d01e57b1d1aed276a2e8	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
9411d46142c226385995093780f49928	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
9c717f2e3beaf9a3f3f4514b114a56cb	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
ad15335fc6423acf00265e43668a1846	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Pseudogracilibacillus	 s__uncultured_bacterium
