group,value
X_VFA_deg,0.09362906430558564
X_et,0.12640785941993574
X_li,0.07389982697096342
X_su,0.10915002546817036
X_ac_lac,0.01178825571272453
X_ch,0.10129634553211196
X_ac_et,0.060984010860738194
X_chain_et,0.04883838513660377
X_fa,0.10980737866711641
X_aa,0.11273595092183199
X_Me_ac,0.0
X_Me_CO2,0.0007349676837120247
X_pr,0.11126573950011238
X_lac,0.03367129059817901
X_chain_lac,0.005790899222214525
