group,value
X_VFA_deg,0.08888489318774138
X_et,0.1365980816279584
X_li,0.07309969069733654
X_su,0.11230290563101272
X_ac_lac,0.007832270682903632
X_ch,0.10357573791950736
X_ac_et,0.06221008540923925
X_chain_et,0.04954583238907311
X_fa,0.10431004880183954
X_aa,0.1149164042565381
X_Me_ac,0.0
X_Me_CO2,0.0001673328002451593
X_pr,0.11386286555413365
X_lac,0.028885037779748053
X_chain_lac,0.0038088132627231495
