group,value
X_su,0.12438840123005213
X_aa,0.10504344086370676
X_fa,0.08129989496261249
X_chain_et,0.008806595006918069
X_pr,0.14426168301593886
X_ac_lac,0.0043634024081450305
X_chain_lac,0.001560194967155983
X_lac,0.022688981123931626
X_li,0.09943314960446654
X_Me_CO2,0.0001371599971126139
X_et,0.16601386064457968
X_VFA_deg,0.07086296749325739
X_Me_ac,0.0
X_ch,0.1584283944497234
X_ac_et,0.012711874232399464
