sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_AS_rep_2,152,79,79,79,76,0.9744665174143453,0.025533482585654688,0.5717686400090686,0.40269787740527674,0.5717686400090686,0.5701249752033327,0.0,99,4.82681763711959,community_marker_pool_v1
