sample,cod_group,panel_id,potential,selected,credible,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage,marker_contributions
FW_AS_rep_2,X_aa,glycine_stickland,0.13312470395815543,false,true,grdA;grdB;oppA;oppB;pfor,"",5,5,1.0,1.0,1.0,grdA:0.0010849807092;grdB:0.00208899270877;oppA:0.025124590602;oppB:0.0241124817314;pfor:0.0807136582068
FW_AS_rep_2,X_aa,proline_stickland,0.13308421960333433,false,true,oppA;oppB;pfor;prdA;prdB,"",5,5,1.0,1.0,1.0,oppA:0.025124590602;oppB:0.0241124817314;pfor:0.0807136582068;prdA:0.0010849807092;prdB:0.00204850835395
FW_AS_rep_2,X_aa,general_amino_acid_catabolism,0.42777226740726054,true,true,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0,dppA:0.0175872134214;dtpT:0.041638563777;gdh:0.11299345368;ilvE:0.080958993397;oppA:0.0175872134214;pfor:0.0564995607448;tdcB:0.100507268966
FW_AS_rep_2,X_fa,lcfa_beta_oxidation,0.34557202369144446,true,true,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0,etfA:0.0454133250205;etfB:0.0428514750475;fadA:0.0504151670587;fadB:0.0247909995182;fadD:0.10130076232;fadE:0.0808002947261
FW_AS_rep_2,X_ac_et,ethanol_acetate_chain_initiation,0.37002106535929186,true,true,ackA;acs;adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;pta;thl,"",12,12,1.0,1.0,1.0,ackA:0.0337499173444;acs:0.0344772862527;adh:0.0276740253729;adhE:0.060993189182;aldh:0.0037105260672;bcd:0.0537421713379;crt:0.0066067768111;etfA:0.0302755500137;etfB:0.0285676500316;hbd:0.0217738355013;pta:0.0337064641369;thl:0.0347436733075
FW_AS_rep_2,X_ac_lac,lactate_acetate_chain_initiation,0.3433984186811007,true,true,ackA;acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",13,13,1.0,1.0,1.0,ackA:0.0316405475104;acs:0.0323224558619;bcd:0.0503832856293;crt:0.00619385326041;etfA:0.0283833281378;etfB:0.0267821719047;hbd:0.0204129707824;lctB:0.0210807096098;lctC:0.0206255136453;lctD:0.00608935301953;pfor:0.0353122254655;pta:0.0315998101284;thl:0.0325721937257
FW_AS_rep_2,X_chain_et,ethanol_reverse_beta_oxidation,0.3234902371978348,true,true,adh;adhE;aldh;bcd;cat;crt;etfA;etfB;hbd;thl,"",10,10,1.0,1.0,1.0,adh:0.031931567738;adhE:0.0703767567485;aldh:0.00428137623139;bcd:0.0620101976976;cat:0.0342030514615;crt:0.00762320401281;etfA:0.0349333269389;etfB:0.0329626731134;hbd:0.0251236563476;thl:0.0200444269081
FW_AS_rep_2,X_chain_lac,lactate_reverse_beta_oxidation,0.29638798586286325,true,true,bcd;cat;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,"",11,11,1.0,1.0,1.0,bcd:0.057580897862;cat:0.0317599763571;crt:0.00707868944047;etfA:0.0324380893004;etfB:0.0306081964625;hbd:0.0233291094656;lctB:0.024092239554;lctC:0.0235720155946;lctD:0.00695926059374;pfor:0.0403568291034;thl:0.018612682129
FW_AS_rep_2,X_VFA_deg,syntrophic_butyrate_oxidation,0.4319012667554625,false,true,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0,bcd:0.0671777141724;crt:0.00825847101388;etfA:0.0378444375171;etfB:0.0357095625396;fdhA:0.09276315168;hbd:0.0272172943766;hydA:0.0949641511038;rnfB:0.046251688535;thl:0.0217147958172
FW_AS_rep_2,X_VFA_deg,syntrophic_propionate_mmc,0.4777518228080759,true,true,fdhA;fumB;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,"",10,10,1.0,1.0,1.0,fdhA:0.0795112728686;fumB:0.0301082146804;hydA:0.0813978438033;mdh:0.0232238501431;mmcE:0.0712889004044;mmcF:0.0684266565186;mmcG:0.034496718743;pfor:0.0403568291034;sucC:0.0230963244254;sucD:0.0258452121178
FW_AS_rep_2,X_Me_ac,acetoclastic_acs,0.13499148254157187,true,false,acs;cdhC;cdhD;mcrA;mcrB;mtrA,forbidden(mvhA);forbidden(mvhD);forbidden(mvhG),6,7,0.8888888888888888,1.0,1.0,acs:0.114924287509;cdhC:0.00623459064245;cdhD:0.000403044243552;mcrA:0.00782157735143;mcrB:0.0030385757424;mtrA:0.00256940705264
FW_AS_rep_2,X_Me_ac,acetoclastic_ack_pta,0.1324944975014406,false,true,ackA;cdhC;cdhD;mcrA;mcrB;mtrA;pta,"",7,8,0.8888888888888888,1.0,1.0,ackA:0.0562498622407;cdhC:0.00623459064245;cdhD:0.000403044243552;mcrA:0.00782157735143;mcrB:0.0030385757424;mtrA:0.00256940705264;pta:0.0561774402282
FW_AS_rep_2,X_Me_CO2,hydrogenotrophic_core,0.036469206475157674,true,true,ftr;fwdA;mch;mcrA;mcrB;mer;mtd;mtrA,"",8,8,1.0,1.0,1.0,ftr:0.000314878315275;fwdA:0.0112852388195;mch:0.0027520364755;mcrA:0.00782157735143;mcrB:0.0030385757424;mer:0.00611808566579;mtd:0.00256940705264;mtrA:0.00256940705264
FW_AS_rep_2,X_et,ethanol_to_acetyl_coa,0.3842888315810355,true,true,ackA;acs;adh;adhE;aldh;pta,"",6,6,1.0,1.0,1.0,ackA:0.0506248760167;acs:0.0517159293791;adh:0.0830220761187;adhE:0.13723467566;aldh:0.0111315782016;pta:0.0505596962054
FW_AS_rep_2,X_lac,lactate_to_pyruvate,0.3123069402329471,true,true,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0,lctB:0.0421614192195;lctC:0.0412510272905;lctD:0.0182680590586;pfor:0.141248901862;rnfB:0.0693775328024
