sample,cod_group,panel_id,potential,selected,credible,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage,marker_contributions
FW_AS_rep_2,X_ch,cellulose_utilization,0.17431348655312154,false,false,bgl;cazy_GH5;cazy_GH9,one_of(cazy_CBM3|cazy_GH48),3,5,0.625,0.6666666666666666,1.0,bgl:0.0104075155156;cazy_GH5:0.0787046220988;cazy_GH9:0.0852013489387
FW_AS_rep_2,X_ch,xylan_utilization,0.2253981636296653,false,true,cazy_CBM6;cazy_GH10;cazy_GH11;cazy_GH43;xylA;xylB,"",6,6,1.0,1.0,1.0,cazy_CBM6:0.0302413069969;cazy_GH10:0.0845212117777;cazy_GH11:8.50171451243e-05;cazy_GH43:0.0494693513192;xylA:0.0497137756114;xylB:0.0113675007793
FW_AS_rep_2,X_ch,starch_utilization,0.4888000032387487,true,true,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0,agl:0.149233428741;cazy_GH13:0.226740726046;susC:0.0593622094741;susD:0.0534636389767
FW_AS_rep_2,X_ch,pectin_utilization,0.302377646158642,false,true,cazy_CE8;cazy_GH43;cazy_PL1;susC;susD,"",5,5,1.0,1.0,1.0,cazy_CE8:0.0672202227449;cazy_GH43:0.0565364015076;cazy_PL1:0.0657951734552;susC:0.0593622094741;susD:0.0534636389767
FW_AS_rep_2,X_pr,proteolysis_and_peptide_import,0.33987535971269356,true,true,dtpT;endopeptidase;extracellular_protease;oppA;oppB;pepN;pepO,"",7,7,1.0,1.0,1.0,dtpT:0.0378532397973;endopeptidase:0.08542419691;extracellular_protease:0.132526271586;oppA:0.0319767516752;oppB:0.0153443065564;pepN:0.0333421785515;pepO:0.00340841463635
FW_AS_rep_2,X_pr,peptide_scavenging,0.2993453679825432,false,true,dppA;dppB;dppC;dtpT;endopeptidase;oppA;oppB;pepA;pepD;pepN;pepO;pepQ;pepT,"",13,13,1.0,1.0,1.0,dppA:0.0206908393193;dppB:0.00985698782588;dppC:0.00992866894824;dtpT:0.04898654562;endopeptidase:0.0552744803535;oppA:0.0206908393193;oppB:0.00992866894824;pepA:0.0069680718945;pepD:0.0288208121971;pepN:0.0215743508274;pepO:0.00220544476469;pepQ:0.0336334494123;pepT:0.0307862085521
FW_AS_rep_2,X_li,lipolysis,0.21639225021490444,true,true,acylglycerol_lipase;esterase;fadD;lipase;lysophospholipase;phospholipase,"",6,6,1.0,1.0,1.0,acylglycerol_lipase:0.0638242601147;esterase:0.0310855744797;fadD:0.0844173019337;lipase:0.00366282200244;lysophospholipase:0.0278053296304;phospholipase:0.00559696205401
FW_AS_rep_2,X_su,hexose_fermentation,0.32929974211465995,true,true,adhE;gapA;glcP;lctD;pfkA;pfor;pgi;ptsG;pyk,"",9,9,1.0,1.0,1.0,adhE:0.0415862653514;gapA:0.0493640459917;glcP:0.0640101814472;lctD:0.00442862037784;pfkA:0.0490471639053;pfor:0.0513632370407;pgi:0.0488204515183;ptsG:0.00401383976072;pyk:0.0166659367215
FW_AS_rep_2,X_su,pentose_fermentation,0.3042943963396255,false,true,adhE;gapA;lctD;pfor;pyk;xylA;xylB;xylF,"",8,8,1.0,1.0,1.0,adhE:0.0415862653514;gapA:0.0493640459917;lctD:0.00442862037784;pfor:0.0513632370407;pyk:0.0166659367215;xylA:0.0723109463439;xylB:0.0165345465881;xylF:0.0520407979246
FW_AS_rep_2,X_su,entner_doudoroff,0.32640261940004056,false,true,adhE;eda;edd;gapA;glcP;lctD;pfor;ptsG;pyk,"",9,9,1.0,1.0,1.0,adhE:0.0351883783743;eda:0.0827282219863;edd:0.0766266068785;gapA:0.0417695773776;glcP:0.0270812306123;lctD:0.00374729416586;pfor:0.0434612005729;ptsG:0.00169816297569;pyk:0.0141019464566
