sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_AS_rep_1,99,52,52,52,51,0.977809748016392,0.022190251983608023,0.590243264452001,0.38756648356439094,0.590243264452001,0.5893277530735025,0.0,97,4.961028680838058,community_marker_pool_v1
