sample,genome_id,abundance
FW_AS_rep_1,GCA_035410845.1,0.1881157903914901
FW_AS_rep_1,GCA_035351355.1,0.08427064260179615
FW_AS_rep_1,GCA_018000955.1,0.07555148661609556
FW_AS_rep_1,GCA_035452445.1,0.034658645043159825
FW_AS_rep_1,GCA_035419325.1,0.03365594210480426
FW_AS_rep_1,GCA_035376965.1,0.03330717586537623
FW_AS_rep_1,GCA_035417985.1,0.026942191995814806
FW_AS_rep_1,GCA_018003655.1,0.024675211439532652
FW_AS_rep_1,GCF_024341885.1,0.02955793879152498
FW_AS_rep_1,GCA_035451445.1,0.023367338041677566
FW_AS_rep_1,GCA_016722305.1,0.021667102624465952
FW_AS_rep_1,GCA_040766305.1,0.021143953265323916
FW_AS_rep_1,GCF_049943315.1,0.023062167582178043
FW_AS_rep_1,GCA_012797505.1,0.01743831197140117
FW_AS_rep_1,GCA_937873755.1,0.016653587932688115
FW_AS_rep_1,GCA_035352255.1,0.015563693434475542
FW_AS_rep_1,GCA_035395015.1,0.015040544075333508
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094
FW_AS_rep_1,GCA_019454985.1,0.008631964425843578
FW_AS_rep_1,GCA_035364295.1,0.00806521928677304
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994
FW_AS_rep_1,GCF_042654745.1,0.006757345888917953
FW_AS_rep_1,GCA_018437055.1,0.006670154329060947
FW_AS_rep_1,GCA_002316295.1,0.006539366989275438
FW_AS_rep_1,GCA_009877105.1,0.006234196529775918
FW_AS_rep_1,GCA_033811395.1,0.006147004969918912
FW_AS_rep_1,GCA_035357655.1,0.006059813410061906
FW_AS_rep_1,GCA_963709485.1,0.0053622809312058595
FW_AS_rep_1,GCA_035361655.1,0.005100706251634841
FW_AS_rep_1,GCA_033810415.1,0.005057110471706339
FW_AS_rep_1,GCA_035364515.1,0.00492632313192083
FW_AS_rep_1,GCA_029565215.1,0.0047519400122068185
FW_AS_rep_1,GCA_022837705.1,0.004272386432993287
FW_AS_rep_1,GCA_002849245.1,0.004228790653064783
FW_AS_rep_1,GCA_019636095.1,0.004054407533350772
FW_AS_rep_1,GCA_022708185.1,0.0037492370738512514
FW_AS_rep_1,GCA_035434045.1,0.003444066614351731
FW_AS_rep_1,GCA_036847565.1,0.003444066614351731
FW_AS_rep_1,GCA_046347895.1,0.003444066614351731
FW_AS_rep_1,GCA_035367605.1,0.0034004708344232276
FW_AS_rep_1,GCF_041464035.1,0.003313279274566222
FW_AS_rep_1,GCA_017992995.1,0.003226087714709216
FW_AS_rep_1,GCA_001896575.1,0.0031824919347807133
FW_AS_rep_1,GCF_002978625.1,0.0031388961548522104
FW_AS_rep_1,GCA_040766455.1,0.0030517045949952043
FW_AS_rep_1,GCA_035419245.1,0.0030517045949952043
FW_AS_rep_1,GCA_029778075.1,0.0030081088150667014
FW_AS_rep_1,GCA_035365655.1,0.0029645130351381986
FW_AS_rep_1,GCF_022012435.1,0.0029645130351381986
FW_AS_rep_1,GCA_022708655.1,0.002790129915424187
FW_AS_rep_1,GCA_029554505.1,0.002746534135495684
FW_AS_rep_1,GCA_029569365.1,0.002746534135495684
FW_AS_rep_1,GCA_050949945.1,0.002702938355567181
FW_AS_rep_1,GCA_024710025.1,0.002659342575638678
FW_AS_rep_1,GCA_017995635.1,0.0023541721161391576
FW_AS_rep_1,GCA_013824685.1,0.0035312581742087366
FW_AS_rep_1,GCA_022708005.1,0.0023105763362106548
FW_AS_rep_1,GCA_018242085.1,0.002266980556282152
FW_AS_rep_1,GCF_025821515.1,0.002223384776353649
FW_AS_rep_1,GCA_000277855.1,0.002223384776353649
FW_AS_rep_1,GCA_035377605.1,0.002179788996425146
FW_AS_rep_1,GCA_033811615.1,0.002179788996425146
FW_AS_rep_1,GCA_002069655.1,0.002049001656639637
FW_AS_rep_1,GCA_963746195.1,0.002049001656639637
FW_AS_rep_1,GCA_001604475.1,0.0020054058767111343
FW_AS_rep_1,GCA_035417565.1,0.0017438311971401169
FW_AS_rep_1,GCF_963887565.1,0.0017002354172116138
FW_AS_rep_1,GCA_044224105.1,0.001613043857354608
FW_AS_rep_1,GCA_016714645.1,0.0015694480774261052
FW_AS_rep_1,GCA_029547385.1,0.0015694480774261052
FW_AS_rep_1,GCA_033810375.1,0.0015694480774261052
FW_AS_rep_1,GCA_035332425.1,0.0014386607376405964
FW_AS_rep_1,GCA_035353335.1,0.0013950649577120936
FW_AS_rep_1,GCA_035426845.1,0.0013514691777835905
FW_AS_rep_1,GCA_050950365.1,0.0012642776179265847
FW_AS_rep_1,GCA_022838865.1,0.0012642776179265847
FW_AS_rep_1,GCA_040772705.1,0.0012206818379980819
FW_AS_rep_1,GCA_035376845.1,0.0011770860580695788
FW_AS_rep_1,GCA_035374425.1,0.001089894498212573
FW_AS_rep_1,GCA_044224235.1,0.00104629871828407
FW_AS_rep_1,GCA_937872315.1,0.0009155113784985613
FW_AS_rep_1,GCA_937949995.1,0.0009155113784985613
FW_AS_rep_1,GCA_050952125.1,0.0009155113784985613
FW_AS_rep_1,GCA_035415525.1,0.0023105763362106548
FW_AS_rep_1,GCA_035434385.1,0.0007411282587845496
FW_AS_rep_1,GCA_028683535.1,0.0007411282587845496
FW_AS_rep_1,GCA_963666755.2,0.0006975324788560468
FW_AS_rep_1,GCA_029556475.1,0.0006103409189990409
FW_AS_rep_1,GCA_046350755.1,0.0006103409189990409
FW_AS_rep_1,GCF_041654235.1,0.0006103409189990409
FW_AS_rep_1,GCA_035373905.1,0.0006103409189990409
FW_AS_rep_1,GCA_035376025.1,0.000523149359142035
FW_AS_rep_1,GCA_035419085.1,0.00047955357921353214
