group,value
X_VFA_deg,0.08976550320800228
X_et,0.1356947414989036
X_li,0.07283549989154348
X_su,0.1128112074467281
X_ac_lac,0.005686269711595666
X_ch,0.10304358378022743
X_ac_et,0.0624934630785438
X_chain_et,0.052269068220849355
X_fa,0.10530550825040742
X_aa,0.11439927220869243
X_Me_ac,0.0
X_Me_CO2,0.00020655400126485686
X_pr,0.11515286361294988
X_lac,0.028059482224277368
X_chain_lac,0.002276982866014369
