group,value
X_su,0.12245519093510002
X_aa,0.11066157245074376
X_fa,0.10200621226765333
X_chain_et,0.021288821114349193
X_pr,0.12426074873223376
X_ac_lac,0.004712170803619176
X_chain_lac,0.001425891575392587
X_lac,0.030937724523713777
X_li,0.0901856029826246
X_Me_CO2,0.0017981122677641459
X_et,0.13900100923834285
X_VFA_deg,0.09804992272235734
X_Me_ac,0.0009563208557853897
X_ch,0.11968241747471053
X_ac_et,0.03257828205560958
