sample,genomes_mapped,genomes_aligned,genomes_with_marker_hits,genomes_with_partial_or_credible_pathway,genomes_with_credible_pathway,mapped_abundance,unmapped_abundance,aligned_abundance,unaligned_mapped_abundance,classified_abundance,credible_abundance,unclassified_aligned_abundance,community_marker_families_detected,community_cod_potential_total,cod_aggregation
FW_TWAS_rep_2,179,61,61,61,56,0.927239750295259,0.07276024970474104,0.2612198414037456,0.6660199088915133,0.2612198414037456,0.2501687194196052,0.0,99,2.6076707389750453,community_marker_pool_v1
